<<<<<<< Updated upstream
,Provider.Name,Provider.State,Occupied.Beds.Per.100,Resource.Supply,Nursing.Staff,Confirmed.COVID.19.Per.1.000,Complete.Vaccination.Per.100,Health.Inspection.Rating,Staffing.Rating,QM.Rating,Overall.Rating
9411,NEW BRIGHTON A VILLA CENTER,MN,0.8222222222222223,4.0,0.19999999999999996,378.155,93.59,1.0,3.0,2.0,1.0
9412,NEW BRIGHTON CARE CENTER,MN,0.7280701754385965,4.0,0.09999999999999998,563.909,86.95700000000001,2.0,5.0,3.0,3.0
9413,"NEW CARLTON REHAB AND NURSING CENTER, L L C",NY,0.7966216216216216,4.0,1.0,74.64,90.6455,2.0,1.0,5.0,2.0
9414,NEW CASTLE HEALTH AND REHABILITATION CENTER,DE,0.87,4.0,1.0,344.842,82.4015,2.0,4.0,3.0,3.0
9415,NEW CASTLE NURSING & REHAB,KY,0.9316666666666666,3.25,0.75,316.38199999999995,91.37899999999999,3.0,3.0,3.0,3.0
9416,NEW COMMUNITY EXTENDED CARE FACILITY,NJ,0.5433333333333333,4.0,0.8888888888888888,555.592,97.917,2.0,5.0,5.0,4.0
9417,NEW DAWN REHABILITATION AND HEALTHCARE CENTER,OH,0.5646464646464646,4.0,0.5,663.688,72.5,1.0,4.0,3.0,2.0
9418,NEW EAST SIDE NURSING HOME,NY,0.8517241379310344,3.8333333333333335,0.9,11.412,89.863,5.0,3.0,5.0,5.0
9419,NEW EASTWOOD HEALTHCARE AND REHABILITATION CENTER,PA,0.8670103092783504,4.0,1.0,611.238,74.552,5.0,2.0,5.0,5.0
9420,"NEW ENGLAND HOMES FOR THE DEAF, INC",MA,0.9266666666666666,4.0,1.0,1009.229,100.0,5.0,5.0,4.0,5.0
9421,NEW ENGLAND PEDIATRIC CARE,MA,0.9112500000000001,4.0,0.9,66.574,79.60849999999999,3.0,4.0,5.0,5.0
9422,NEW ENGLAND SINAI HOSPITAL TRANSITIONAL CARE UNIT,MA,0.3433962264150943,4.0,1.0,96.14699999999999,62.325,3.0,2.0,3.0,3.0
9423,NEW GLARUS HOME,WI,0.783695652173913,4.0,0.7,3.0090000000000003,99.2755,2.0,5.0,5.0,4.0
9424,"NEW GLEN OAKS NURSING HOME, INC",NY,0.8200000000000001,4.0,1.0,413.26800000000003,92.727,4.0,4.0,5.0,5.0
9425,NEW GOUVERNEUR HOSPITAL S N F,NY,0.932542372881356,4.0,1.0,165.546,86.5575,4.0,4.0,5.0,5.0
9426,NEW GROVE MANOR,NJ,0.687027027027027,4.0,1.0,880.7079999999999,67.714,1.0,3.0,3.0,1.0
9427,NEW HAMPTON NURSING & REHAB CE,IA,0.6839285714285713,4.0,0.4,439.09000000000003,97.434,4.0,5.0,5.0,5.0
9428,NEW HARMONY CARE AND REHAB CENTER,MN,0.8013157894736842,4.0,1.0,459.93700000000007,95.196,4.0,5.0,1.0,4.0
9429,NEW HAVEN CARE CENTER,MO,0.7933333333333334,4.0,0.9,573.3109999999999,97.436,4.0,3.0,4.0,4.0
9430,NEW HAVEN LIVING CENTER,MO,0.37,4.0,0.9,685.7680000000001,97.36850000000001,4.0,3.0,5.0,5.0
9431,NEW HOPE MANOR,TX,0.7517543859649123,4.0,1.0,584.347,80.9965,4.0,3.0,2.0,4.0
9432,NEW HOPE POST ACUTE CARE,CA,0.6879910213243546,4.0,0.4444444444444444,209.7111111111111,90.667,2.0,4.0,5.0,4.0
9433,NEW HOPE RETIREMENT & CARE CENTER,OK,0.6630136986301369,4.0,0.4,505.60600000000005,78.182,3.0,1.0,4.0,2.0
9434,NEW HORIZONS CARE CENTER,WY,0.6705882352941176,4.0,0.6,534.9060000000001,90.065,2.0,4.0,4.0,3.0
9435,NEW HORIZONS LIMESTONE,GA,0.7275132275132276,4.0,1.0,216.43100000000004,87.7365,3.0,2.0,4.0,3.0
9436,NEW IBERIA MANOR NORTH,LA,0.6039603960396039,3.333333333333333,1.0,109.26799999999999,78.6745,2.0,2.0,2.0,2.0
9437,NEW IBERIA MANOR SOUTH,LA,0.623,4.0,1.0,68.40299999999999,72.27799999999999,2.0,2.0,3.0,2.0
9438,NEW JERSEY VETERANS MEMORIAL HOME MENLO,NJ,0.5621951219512196,4.0,0.9,93.10799999999999,93.9805,1.0,5.0,4.0,2.0
9439,NEW JERSEY VETERANS MEMORIAL VINELAND,NJ,0.848,4.0,1.0,128.28400000000002,97.531,4.0,5.0,4.0,5.0
9440,NEW LEBANON REHABILITATION AND HEALTHCARE CENTER,OH,0.5108333333333334,4.0,1.0,575.767,53.5145,5.0,1.0,3.0,4.0
9441,NEW LONDON SPECIALTY CARE,IA,0.6680851063829787,4.0,1.0,507.5,90.3905,5.0,2.0,5.0,5.0
9442,NEW LONDON SUB-ACUTE AND NURSING,CT,0.7333333333333333,4.0,1.0,932.301,95.5555,3.0,4.0,5.0,5.0
9443,NEW MADRID LIVING CENTER,MO,0.49374999999999997,4.0,0.9,783.3633333333333,94.8715,5.0,2.0,5.0,5.0
9444,NEW MARK CARE CENTER,MO,0.6251256281407035,4.0,1.0,861.575,98.326,2.0,3.0,3.0,2.0
9445,NEW MARTINSVILLE CENTER,WV,0.847,2.5,1.0,709.866,76.471,2.0,3.0,5.0,3.0
9446,NEW MEXICO STATE VETERANS HOME,NM,0.6563706563706564,4.0,1.0,1015.1311111111112,98.656,1.0,5.0,3.0,2.0
9447,NEW ORANGE HILLS,CA,0.8372413793103448,4.0,1.0,705.0109999999999,65.041,1.0,2.0,5.0,2.0
9448,NEW PALTZ CENTER FOR REHABILITATION AND NURSING,NY,0.9298701298701298,4.0,0.11111111111111116,392.602,76.9565,4.0,3.0,3.0,4.0
9449,NEW RICHLAND CARE CENTER,MN,0.758,4.0,0.6666666666666667,634.114,93.31450000000001,2.0,5.0,4.0,3.0
9450,NEW RIVERDALE REHAB AND NURSING,NY,0.8609589041095891,3.3333333333333335,1.0,100.10799999999999,84.4495,1.0,1.0,4.0,1.0
9451,"NEW VANDERBILT REHABILITATION AND CARE CENTER, INC",NY,0.7381249999999999,3.8333333333333335,1.0,126.12900000000002,89.43900000000001,4.0,1.0,3.0,3.0
9452,NEW VISTA NURSING & REHABILITATION CTR,NJ,0.6094117647058823,4.0,1.0,1472.99,88.316,1.0,5.0,4.0,2.0
9453,NEW VISTA NURSING AND REHABILITATION CENTER,CA,0.7537190082644628,4.0,1.0,45.309999999999995,84.0,1.0,4.0,5.0,2.0
9454,NEW VISTA POST- ACUTE CARE CENTER,CA,0.8387931034482758,4.0,1.0,492.03599999999994,84.615,2.0,3.0,5.0,3.0
9455,NEW YORK CENTER FOR REHABILITATION & NURSING,NY,0.8195652173913043,4.0,1.0,206.62599999999998,88.9305,5.0,4.0,4.0,5.0
9456,NEW YORK STATE VETERANS HOME AT MONTROSE,NY,0.626984126984127,4.0,0.9,126.479,98.72550000000001,4.0,4.0,3.0,4.0
9457,NEW YORK-PRESBYTERIAN / QUEENS T C U,NY,0.0,4.0,1.0,,0.0,5.0,1.0,5.0,5.0
9458,NEWALDAYA LIFESCAPES,IA,0.8496296296296296,4.0,0.0,472.774,92.0,4.0,3.0,4.0,4.0
9459,NEWARK MANOR NURSING HOME,DE,0.7970149253731343,4.0,1.0,505.98199999999997,100.0,4.0,5.0,3.0,5.0
9460,NEWARK MANOR NURSING HOME INC,NY,0.7866666666666667,4.0,0.0,501.217,97.917,3.0,3.0,4.0,3.0
9461,NEWAYGO CO MEDICAL CARE FACILI,MI,0.606896551724138,4.0,0.7,91.79999999999998,96.6385,2.0,5.0,3.0,3.0
9462,NEWBRIDGE ON THE CHARLES SKILLED NURSING FACILITY,MA,0.8041666666666667,4.0,1.0,143.23399999999998,90.741,5.0,5.0,5.0,5.0
9463,NEWBURGH HEALTH CARE,IN,0.6491228070175439,4.0,1.0,154.74,97.079,2.0,5.0,3.0,3.0
9464,NEWCARE,WI,0.7348837209302326,4.0,1.0,483.059,88.72999999999999,2.0,4.0,3.0,3.0
9465,NEWCASTLE PLACE,WI,0.7829787234042552,3.8333333333333335,1.0,126.275,93.333,3.0,5.0,4.0,4.0
9466,NEWFANE REHAB & HEALTH CARE CENTER,NY,0.8882154882154881,4.0,1.0,90.02333333333334,89.15700000000001,2.0,2.0,5.0,3.0
9467,NEWINGTON RAPID RECOVERY REHAB CENTER,CT,0.7216666666666667,4.0,1.0,287.129,87.6565,2.0,4.0,5.0,4.0
9468,NEWMAN REHAB & HEALTH CARE CTR,IL,0.6326530612244898,3.8333333333333335,0.5,0.0,97.436,3.0,2.0,2.0,3.0
9469,NEWNAN HEALTH AND REHABILITATION,GA,0.6326923076923077,4.0,1.0,176.586,80.52000000000001,1.0,3.0,1.0,1.0
9470,NEWPORT HEALTH AND REHABILITATION CENTER,TN,0.43866666666666665,3.3333333333333335,0.5,29.580000000000002,79.74799999999999,1.0,1.0,4.0,1.0
9471,NEWPORT HEALTH CARE CENTER,VT,0.664,4.0,0.09999999999999998,41.935,98.485,2.0,4.0,2.0,3.0
9472,NEWPORT MEADOWS HEALTH AND REHABILITATION CENTER,PA,0.7474820143884893,3.8333333333333335,0.0,384.941,85.71600000000001,2.0,2.0,1.0,1.0
9473,NEWPORT NEWS NURSING & REHAB,VA,0.8594771241830066,4.0,0.4444444444444444,716.208888888889,61.465,2.0,3.0,3.0,2.0
9474,NEWPORT NURSING AND REHABILITATION CENTER,CA,0.5779661016949152,4.0,1.0,217.723,87.805,5.0,4.0,5.0,5.0
9475,NEWPORT SUBACUTE HEALTHCARE CENTER,CA,0.45401459854014603,4.0,1.0,330.82000000000005,82.14299999999999,1.0,2.0,5.0,2.0
9476,NEWTON COUNTY NURSING HOME,AR,0.5785714285714286,4.0,1.0,1157.661,76.73599999999999,5.0,5.0,2.0,5.0
9477,NEWTON HEALTH CARE CENTER,IA,0.81,4.0,0.0,557.9590000000001,90.19149999999999,1.0,2.0,4.0,1.0
9478,NEWTON PRESBYTERIAN MANOR,KS,0.765,4.0,0.5,308.459,92.28799999999998,3.0,4.0,4.0,4.0
9479,NEWTON VILLAGE HEALTH CARE CENTER,IA,0.8624999999999999,4.0,1.0,22.367,93.5685,4.0,5.0,5.0,5.0
9480,NEWTON WELLESLEY CENTER FOR ALZHEIMER'S CARE,MA,0.7518181818181818,4.0,1.0,744.427,93.814,5.0,3.0,5.0,5.0
9481,NEWTOWN REHABILITATION & HEALTH CARE CENTER,CT,0.7788321167883212,4.0,0.9,1065.724,94.25550000000001,2.0,4.0,3.0,3.0
9482,NHC HEALTHCARE -  ANDERSON,SC,0.7682758620689656,4.0,1.0,816.567,88.7615,5.0,3.0,2.0,5.0
9483,NHC HEALTHCARE - BLUFFTON,SC,0.8566666666666667,4.0,0.9,273.148,94.05449999999999,4.0,3.0,4.0,4.0
9484,NHC HEALTHCARE - CHARLESTON,SC,0.75,4.0,0.5,481.204,80.489,5.0,4.0,2.0,5.0
9485,NHC HEALTHCARE - CLINTON,SC,0.8320610687022901,4.0,1.0,626.265,89.447,4.0,4.0,5.0,5.0
9486,NHC HEALTHCARE - GARDEN CITY,SC,0.7844594594594594,4.0,0.9,478.44300000000004,72.93350000000001,5.0,4.0,2.0,5.0
9487,NHC HEALTHCARE - GREENVILLE,SC,0.8414772727272727,4.0,0.6,523.7950000000001,91.21000000000001,5.0,4.0,4.0,5.0
9488,NHC HEALTHCARE - GREENWOOD,SC,0.8118421052631579,4.0,0.8,471.288,82.27799999999999,5.0,3.0,3.0,5.0
9489,NHC HEALTHCARE - LAURENS,SC,0.819186046511628,4.0,0.0,275.04499999999996,96.4965,4.0,5.0,4.0,5.0
9490,NHC HEALTHCARE - LEXINGTON,SC,0.7647058823529411,4.0,0.4,683.9890000000001,91.97149999999999,5.0,3.0,3.0,5.0
9491,NHC HEALTHCARE - MAULDIN,SC,0.7794444444444445,4.0,0.0,843.6780000000001,87.68900000000001,5.0,3.0,5.0,5.0
9492,NHC HEALTHCARE - NORTH AUGUSTA,SC,0.81875,4.0,1.0,190.03699999999998,85.62899999999999,4.0,3.0,2.0,4.0
9493,NHC HEALTHCARE - PARKLANE,SC,0.773888888888889,4.0,0.0,162.659,91.6815,3.0,3.0,4.0,3.0
9494,NHC HEALTHCARE - SUMTER,SC,0.9028985507246376,4.0,1.0,298.079,87.9495,5.0,3.0,5.0,5.0
9495,NHC HEALTHCARE FT OGLETHORPE,GA,0.8896296296296295,4.0,0.19999999999999996,596.5609999999999,81.74600000000001,4.0,2.0,3.0,4.0
9496,NHC HEALTHCARE ROSSVILLE,GA,0.8045454545454546,4.0,0.0,680.056,76.699,4.0,2.0,2.0,4.0
9497,"NHC HEALTHCARE, ANNISTON",AL,0.7847682119205298,2.5,0.5,626.066,87.966,2.0,4.0,2.0,3.0
9498,"NHC HEALTHCARE, ATHENS",TN,0.7104651162790698,4.0,1.0,642.04,81.29350000000001,3.0,1.0,4.0,2.0
9499,"NHC HEALTHCARE, BRISTOL",VA,0.8350000000000001,3.5000000000000004,0.5,496.33200000000005,90.115,4.0,2.0,4.0,4.0
9500,"NHC HEALTHCARE, CHATTANOOGA",TN,0.8430769230769231,4.0,1.0,547.522,73.392,4.0,2.0,3.0,4.0
9501,"NHC HEALTHCARE, COLUMBIA",TN,0.9175257731958762,4.0,1.0,172.74800000000002,86.4005,4.0,4.0,4.0,4.0
9502,"NHC HEALTHCARE, COOKEVILLE",TN,0.890625,4.0,0.30000000000000004,425.16700000000003,73.786,4.0,3.0,4.0,4.0
9503,"NHC HEALTHCARE, DESLOGE",MO,0.5533333333333333,4.0,1.0,676.7179999999998,71.376,4.0,1.0,2.0,3.0
9504,"NHC HEALTHCARE, DICKSON",TN,0.9067611777535441,2.333333333333333,0.9,673.342,82.08699999999999,5.0,4.0,5.0,5.0
9505,"NHC HEALTHCARE, FARRAGUT",TN,0.8150943396226416,4.0,1.0,277.06,86.885,3.0,4.0,4.0,4.0
9506,"NHC HEALTHCARE, FRANKLIN",TN,0.90625,4.0,1.0,671.7959999999999,93.5745,4.0,4.0,3.0,4.0
9507,"NHC HEALTHCARE, FT SANDERS",TN,0.8442521631644004,4.0,1.0,285.642,91.729,3.0,3.0,5.0,4.0
9508,"NHC HEALTHCARE, GLASGOW",KY,0.8149484536082474,4.0,0.30000000000000004,365.22799999999995,94.13,3.0,4.0,3.0,4.0
9509,"NHC HEALTHCARE, HENDERSONVILLE",TN,0.8435185185185184,4.0,1.0,556.581,86.47999999999999,2.0,2.0,4.0,2.0
9510,"NHC HEALTHCARE, JOHNSON CITY",TN,0.8379518072289156,3.6666666666666665,0.9,481.81000000000006,90.138,5.0,3.0,5.0,5.0
9511,"NHC HEALTHCARE, JOPLIN",MO,0.6444444444444445,3.3333333333333335,0.9,570.972,69.92,2.0,2.0,1.0,1.0
9512,"NHC HEALTHCARE, KENNETT",MO,0.49882352941176467,4.0,1.0,255.975,78.824,4.0,4.0,2.0,4.0
9513,"NHC HEALTHCARE, KINGSPORT",TN,0.6613333333333333,3.8333333333333335,1.0,272.504,75.55799999999999,4.0,4.0,4.0,4.0
9514,"NHC HEALTHCARE, KNOXVILLE",TN,0.8181102362204725,4.0,1.0,412.87800000000004,91.566,3.0,5.0,4.0,4.0
9515,"NHC HEALTHCARE, LAWRENCEBURG",TN,0.875,4.0,0.4,374.64099999999996,79.352,3.0,4.0,5.0,5.0
9516,"NHC HEALTHCARE, LEWISBURG",TN,0.843010752688172,4.0,0.09999999999999998,442.049,92.37299999999999,3.0,4.0,4.0,4.0
9517,"NHC HEALTHCARE, MARYLAND HEIGHTS",MO,0.7509090909090909,4.0,0.19999999999999996,702.338,89.947,4.0,4.0,4.0,4.0
9518,"NHC HEALTHCARE, MCMINNVILLE",TN,0.8669565217391305,4.0,0.8,667.8230000000001,77.3765,3.0,3.0,5.0,4.0
9519,"NHC HEALTHCARE, MILAN",TN,0.856020942408377,4.0,0.5,279.70799999999997,72.2825,4.0,4.0,5.0,5.0
9520,"NHC HEALTHCARE, MOULTON",AL,0.8258333333333333,4.0,0.09999999999999998,863.1300000000001,82.4315,4.0,5.0,2.0,5.0
9521,"NHC HEALTHCARE, MURFREESBORO",TN,0.837888198757764,4.0,0.5,189.989,79.0755,3.0,3.0,3.0,3.0
9522,"NHC HEALTHCARE, OAK RIDGE",TN,0.7899999999999999,4.0,0.09999999999999998,436.55699999999996,83.575,4.0,4.0,3.0,4.0
9523,"NHC HEALTHCARE, OAKWOOD",TN,0.8344827586206897,4.0,1.0,432.76599999999996,85.0,3.0,5.0,3.0,4.0
9524,"NHC HEALTHCARE, PULASKI",TN,0.8333333333333334,3.1666666666666665,0.8,388.961,84.0645,4.0,5.0,5.0,5.0
9525,"NHC HEALTHCARE, SCOTT",TN,0.855,4.0,0.9,265.092,68.5415,4.0,5.0,5.0,5.0
9526,"NHC HEALTHCARE, SEQUATCHIE",TN,0.7736363636363636,4.0,1.0,427.51399999999995,85.714,5.0,4.0,4.0,5.0
9527,"NHC HEALTHCARE, SMITHVILLE",TN,0.781981981981982,4.0,0.9,571.2760000000001,84.5045,5.0,3.0,4.0,5.0
9528,"NHC HEALTHCARE, SOMERVILLE",TN,0.9125000000000001,4.0,1.0,460.796,85.14,3.0,5.0,5.0,5.0
9529,"NHC HEALTHCARE, SPARTA",TN,0.9577777777777778,4.0,1.0,336.774,89.268,4.0,4.0,2.0,4.0
9530,"NHC HEALTHCARE, SPRINGFIELD",TN,0.8584158415841584,4.0,1.0,539.048,4.211,3.0,4.0,2.0,4.0
9531,"NHC HEALTHCARE, ST CHARLES",MO,0.6616666666666667,4.0,1.0,854.9380000000001,93.142,3.0,3.0,3.0,3.0
9532,"NHC HEALTHCARE, TULLAHOMA",TN,0.9155555555555556,4.0,0.0,462.133,84.14849999999998,5.0,2.0,5.0,5.0
9533,"NHC HEALTHCARE, WEST PLAINS",MO,0.5266666666666667,4.0,0.8,660.1270000000002,83.765,4.0,5.0,2.0,5.0
9534,NHC PLACE AT COOL SPRINGS,TN,0.5393548387096774,4.0,1.0,405.635,86.275,2.0,4.0,4.0,3.0
9535,NHC PLACE AT THE TRACE,TN,0.8211111111111111,4.0,1.0,443.79200000000003,87.95200000000001,3.0,3.0,4.0,3.0
9536,NHC PLACE SUMNER,TN,0.8816425120772947,4.0,0.7777777777777778,207.76000000000002,82.30349999999999,3.0,3.0,4.0,3.0
9537,NHC-MAURY REGIONAL TRANSITIONAL CARE CENTER,TN,0.8026785714285715,3.8333333333333335,0.09999999999999998,167.10999999999999,67.30199999999999,3.0,4.0,4.0,4.0
9538,NIAGARA REHABILITATION AND NURSING CENTER,NY,0.8150000000000001,4.0,1.0,154.847,93.78450000000001,2.0,2.0,3.0,2.0
9539,NICHOLASVILLE NURSING & REHABILITATION,KY,0.9102941176470588,4.0,0.9,556.319,80.0,1.0,2.0,4.0,1.0
9540,"NICK'S HEALTH CARE CENTER, LLC",MO,0.9600000000000001,4.0,0.9,307.60499999999996,98.4615,1.0,,5.0,2.0
9541,NIGHTINGALE NURSING AND REHAB CENTER,PA,0.8064748201438848,4.0,0.30000000000000004,238.71999999999997,92.60849999999999,3.0,4.0,4.0,4.0
9542,NILES CANYON POST ACUTE,CA,0.7493150684931508,4.0,1.0,285.80100000000004,89.39399999999999,3.0,3.0,4.0,3.0
9543,NILES NSG & REHAB CTR,IL,0.7372093023255815,4.0,0.9,816.9979999999999,93.68200000000002,2.0,3.0,5.0,3.0
9544,NIM HENSON GERIATRIC CENTER,KY,0.2778688524590164,4.0,0.4,47.925000000000004,0.0,3.0,1.0,1.0,1.0
9545,NIXA NURSING & REHAB,MO,0.5695121951219513,4.0,0.8,504.321,93.1375,5.0,4.0,4.0,5.0
9546,NM BEHAVIORAL HEALTH INSTITUTE AT LAS VEGAS(THE),NM,0.6017045454545454,4.0,0.9,184.272,98.963,2.0,4.0,3.0,3.0
9547,NMMC BALDWYN NURSING FACILITY,MS,0.8074766355140187,3.8333333333333335,1.0,609.8080000000001,84.7385,4.0,4.0,3.0,4.0
9548,NOBLE HEALTH CARE CENTER,OK,0.7818181818181819,4.0,0.8,381.12,69.3485,1.0,1.0,5.0,2.0
9549,NOBLE HORIZONS,CT,0.756043956043956,2.6666666666666665,1.0,0.0,98.456,2.0,5.0,5.0,4.0
9550,NODAWAY NURSING HOME,MO,0.505,4.0,0.9,516.882,93.495,3.0,2.0,1.0,2.0
9551,NOKOMIS REHAB & HEALTH CARE CENTER,IL,0.28043478260869564,4.0,0.09999999999999998,216.417,60.326,1.0,1.0,3.0,1.0
9552,NORA SPRINGS CARE CENTER,IA,0.8,3.333333333333333,1.0,512.4739999999999,100.0,5.0,4.0,3.0,5.0
9553,NORFOLK HEALTH AND REHABILITATION CENTER,VA,0.7644444444444444,4.0,1.0,200.267,73.898,2.0,2.0,3.0,2.0
9554,NORLITE NURSING CENTER,MI,0.5862785862785862,4.0,0.19999999999999996,464.43799999999993,99.219,3.0,4.0,4.0,4.0
9555,NORMANDIE RIDGE,PA,0.865625,4.0,1.0,90.484,87.3015,3.0,2.0,5.0,4.0
9556,NORMANDY MANOR OF ROCKY RIVER,OH,0.5370370370370371,4.0,0.33333333333333337,874.0622222222222,84.3335,2.0,1.0,3.0,1.0
9557,NORMANDY NURSING CENTER,MO,0.23879310344827587,4.0,1.0,271.059,77.0835,1.0,4.0,3.0,2.0
9558,NORMANDY TERRACE NURSING & REHABILITATION CENTER,TX,0.3265625,4.0,0.8,786.8100000000001,83.981,2.0,1.0,3.0,1.0
9559,NORRIDGE GARDENS,IL,0.6222602739726028,4.0,1.0,194.30100000000002,77.1075,3.0,1.0,4.0,2.0
9560,NORRIS HEALTH AND REHABILITATION CENTER,TN,0.6058252427184466,3.3333333333333335,0.6,297.876,79.363,5.0,3.0,5.0,5.0
9561,NORRIS SQUARE,MN,0.5511811023622047,3.8333333333333335,0.9,264.54699999999997,100.0,,,,
9562,NORRITON SQUARE NURSING AND REHABILITATION CENTER,PA,0.8494949494949494,2.5,1.0,437.59700000000004,85.714,1.0,4.0,3.0,2.0
9563,NORSELAND NURSING HOME,WI,0.6966101694915254,4.0,0.7,0.0,92.674,3.0,4.0,5.0,5.0
9564,NORTERRE,MO,0.6883333333333332,4.0,1.0,387.691,92.8865,1.0,4.0,3.0,2.0
9565,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,MA,0.8295238095238094,4.0,1.0,210.413,97.059,4.0,4.0,4.0,4.0
9566,NORTH ARUNDEL HEALTH AND REHABILITATION CENTER,MD,0.6974137931034483,3.3333333333333335,0.6,631.9640000000002,75.273,2.0,4.0,5.0,4.0
9567,NORTH AUBURN REHAB & HEALTH CENTER,WA,0.6867881548974943,4.0,0.8,381.439,86.9745,1.0,3.0,5.0,2.0
9568,NORTH AURORA CARE CENTER,IL,0.6914728682170543,4.0,0.09999999999999998,154.0,100.0,2.0,2.0,4.0,2.0
9569,NORTH BEACH REHABILITATION CENTER,FL,0.8202020202020203,4.0,1.0,335.437,83.61449999999999,1.0,4.0,5.0,2.0
9570,NORTH CAMPUS REHABILITATION AND NURSING CENTER,FL,0.8899999999999999,4.0,1.0,146.35100000000003,74.864,2.0,2.0,4.0,2.0
9571,NORTH CANYON CARE CENTER,UT,0.46470588235294114,4.0,1.0,374.621,80.3075,3.0,5.0,5.0,5.0
9572,NORTH CAPE CENTER,NJ,0.6525,2.5,1.0,780.405,83.529,4.0,4.0,4.0,4.0
9573,NORTH CAPITOL NURSING & REHABILITATION CENTER,IN,0.6016260162601627,4.0,1.0,165.86999999999998,91.37899999999999,2.0,2.0,5.0,3.0
9574,NORTH CASCADES HEALTH AND REHABILITATION CENTER,WA,0.7181818181818183,4.0,1.0,0.0,90.873,3.0,4.0,5.0,5.0
9575,NORTH CENTRAL CARE CENTER,WA,0.7205387205387205,4.0,0.7777777777777778,627.6477777777777,90.614,1.0,4.0,3.0,2.0
9576,NORTH CENTRAL HEALTH CARE,WI,0.7453551912568306,4.0,1.0,191.277,93.225,2.0,5.0,4.0,3.0
9577,NORTH CHANDLER PLACE -  A CONTINUUM OF CARE COMMUN,AZ,0.5769230769230769,4.0,0.5555555555555556,769.981,82.5,4.0,3.0,5.0,5.0
9578,NORTH COUNTY CENTER FOR NURSING AND REHABILITATION,OK,0.66,4.0,1.0,789.748,76.84049999999999,3.0,4.0,4.0,4.0
9579,NORTH CREST LIVING CENTER,IA,0.8476702508960574,4.0,0.0,0.0,97.2205,4.0,4.0,4.0,4.0
9580,NORTH DADE NURSING AND REHABILITATION CENTER,FL,0.789795918367347,4.0,1.0,190.83499999999998,46.562,,,,
9581,NORTH DAKOTA VETERANS HOME,ND,0.8589743589743589,4.0,0.2222222222222222,63.98888888888889,97.6135,5.0,5.0,4.0,5.0
9582,NORTH DECATUR HEALTH AND REHABILITATION CENTER,GA,0.8082191780821918,3.3333333333333335,0.7,559.545,63.0685,2.0,1.0,3.0,1.0
9583,NORTH END REHABILITATION AND HEALTHCARE CENTER,MA,0.8600405679513184,4.0,1.0,342.85300000000007,81.1185,3.0,2.0,4.0,3.0
9584,NORTH FLORIDA REHABILITATION AND SPECIALTY CARE,FL,0.7916666666666666,4.0,1.0,688.311111111111,62.54,1.0,3.0,4.0,1.0
9585,NORTH GATE HEALTH CARE FACILITY,NY,0.8425,4.0,0.5,828.825,95.18700000000001,4.0,3.0,5.0,5.0
9586,"NORTH HILL NURSING AND REHABILITATION CTR, LLC",AL,0.85,4.0,1.0,445.23400000000004,84.434,3.0,3.0,3.0,3.0
9587,NORTH HILLS HEALTH AND REHABILITATION CENTER,PA,0.7945454545454546,3.3333333333333335,1.0,761.4800000000001,75.8925,5.0,5.0,5.0,5.0
9588,NORTH HILLS LIFE CARE AND REHAB,AR,0.767391304347826,4.0,1.0,672.694,95.238,3.0,2.0,5.0,4.0
9589,NORTH HOUSTON TRANSITIONAL CARE,TX,0.695852534562212,4.0,1.0,108.55600000000001,84.32399999999998,5.0,3.0,4.0,5.0
9590,NORTH LAKE CARE CENTER,FL,0.7694117647058825,4.0,1.0,66.84599999999999,76.471,2.0,4.0,5.0,4.0
9591,NORTH LAS VEGAS CARE CENTER,NV,0.743956043956044,4.0,0.09999999999999998,483.45500000000004,57.047,2.0,2.0,3.0,2.0
9592,NORTH MOBILE NURSING AND REHABILITATION CTR,AL,0.725,3.8333333333333335,0.8,489.65999999999997,66.17450000000001,1.0,2.0,3.0,1.0
9593,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,AZ,0.9637635092180545,4.0,1.0,155.69099999999997,69.9585,5.0,2.0,5.0,5.0
9594,NORTH OLMSTED HEALTHCARE,OH,0.45575757575757575,4.0,0.6,502.096,78.385,2.0,3.0,4.0,2.0
9595,NORTH OTTAWA CARE CENTER,MI,0.6833333333333333,4.0,1.0,81.175,88.13600000000001,2.0,5.0,2.0,3.0
9596,NORTH PARK CARE CENTER,OH,0.8940809968847352,4.0,0.9,358.985,75.431,3.0,1.0,5.0,3.0
9597,NORTH PARK HEALTH AND REHABILITATION CENTER,TX,0.57,3.3333333333333335,1.0,542.4300000000001,84.4255,4.0,2.0,2.0,4.0
9598,NORTH PARK NURSING CENTER,IN,0.8165048543689319,4.0,1.0,428.122,91.01100000000001,2.0,2.0,5.0,3.0
9599,"NORTH PLATTE CARE CENTER, LLC",NE,0.8605633802816902,4.0,1.0,402.016,85.915,4.0,2.0,1.0,3.0
9600,NORTH POINT SKILLED NURSING CENTER,KS,0.7363636363636363,4.0,0.30000000000000004,406.17600000000004,84.8075,1.0,2.0,4.0,1.0
9601,NORTH POINTE HEALTH & REHABILITATION,MS,0.91,4.0,1.0,380.283,84.8845,5.0,5.0,3.0,5.0
9602,NORTH POINTE NURSING AND REHABILITATION,TX,0.5601851851851852,4.0,1.0,789.5177777777778,77.832,5.0,3.0,5.0,5.0
